Generation,Red.Pop,White.Pop,Population,Rep,Red.0,White.0,D.0,Red.1,White.1,D.1,Fitness,Complete,Mutator.Ever
0,Ara - 1,607,Ara - 1,1,171,135,2000,124,149,200000,0.910699904,Yes,Yes
500,Ara - 1,607,Ara - 1,1,129,149,2000,116,85,200000,1.11253385,Yes,Yes
1000,Ara - 1,607,Ara - 1,1,141,135,2000,175,169,200000,0.99821983,Yes,Yes
1500,Ara - 1,607,Ara - 1,1,164,183,2000,171,87,200000,1.203381179,Yes,Yes
2000,Ara - 1,607,Ara - 1,1,98,162,2000,190,105,200000,1.262659378,Yes,Yes
2500,Ara - 1,607,Ara - 1,1,130,179,2000,154,60,200000,1.359457018,Yes,Yes
3000,Ara - 1,607,Ara - 1,1,124,166,2000,144,84,200000,1.211697985,Yes,Yes
3500,Ara - 1,607,Ara - 1,1,92,145,2000,185,97,200000,1.261849015,Yes,Yes
4000,Ara - 1,607,Ara - 1,1,113,145,2000,159,86,200000,1.21159652,Yes,Yes
4500,Ara - 1,607,Ara - 1,1,91,152,2000,137,56,200000,1.390293936,Yes,Yes
5000,Ara - 1,607,Ara - 1,1,113,182,2000,159,70,200000,1.355383317,Yes,Yes
6000,Ara - 1,607,Ara - 1,1,106,184,2000,179,64,200000,1.445180916,Yes,Yes
7000,Ara - 1,607,Ara - 1,1,111,164,2000,158,81,200000,1.271422864,Yes,Yes
8000,Ara - 1,607,Ara - 1,1,98,150,2000,148,43,200000,1.49517616,Yes,Yes
9000,Ara - 1,607,Ara - 1,1,120,204,2000,159,70,200000,1.382129783,Yes,Yes
10000,Ara - 1,607,Ara - 1,1,115,174,2000,149,64,200000,1.349289071,Yes,Yes
11000,Ara - 1,607,Ara - 1,1,113,166,2000,142,49,200000,1.427948471,Yes,Yes
12000,Ara - 1,607,Ara - 1,1,90,159,2000,169,55,200000,1.47738471,Yes,Yes
13000,Ara - 1,607,Ara - 1,1,104,160,2000,170,55,200000,1.440798106,Yes,Yes
14000,Ara - 1,607,Ara - 1,1,90,152,2000,165,75,200000,1.336651198,Yes,Yes
15000,Ara - 1,607,Ara - 1,1,101,153,2000,185,53,200000,1.46977996,Yes,Yes
16000,Ara - 1,607,Ara - 1,1,87,156,2000,148,50,200000,1.481388763,Yes,Yes
17000,Ara - 1,607,Ara - 1,1,81,148,2000,135,69,200000,1.33157471,Yes,Yes
18000,Ara - 1,607,Ara - 1,1,101,192,2000,150,48,200000,1.553550132,Yes,Yes
19000,Ara - 1,607,Ara - 1,1,81,168,2000,146,54,200000,1.496842327,Yes,Yes
20000,Ara - 1,607,Ara - 1,1,86,149,2000,122,47,200000,1.435615946,Yes,Yes
22000,Ara - 1,607,Ara - 1,1,93,176,2000,166,47,200000,1.578332058,Yes,Yes
24000,Ara - 1,607,Ara - 1,1,110,167,2000,159,28,200000,1.764073117,Yes,Yes
26000,Ara - 1,607,Ara - 1,1,101,188,2000,148,44,200000,1.581792539,Yes,Yes
28000,Ara - 1,607,Ara - 1,1,101,220,2000,122,31,200000,1.812140099,Yes,Yes
30000,Ara - 1,607,Ara - 1,1,76,171,2000,124,56,200000,1.460282403,Yes,Yes
32000,Ara - 1,607,Ara - 1,1,46,187,2000,87,25,200000,2.021813917,Yes,Yes
34000,Ara - 1,607,Ara - 1,1,65,158,2000,114,26,200000,1.844907913,Yes,Yes
36000,Ara - 1,607,Ara - 1,1,27,148,2000,143,30,200000,2.084364992,Yes,Yes
38000,Ara - 1,607,Ara - 1,1,72,183,2000,105,26,200000,1.877496757,Yes,Yes
40000,Ara - 1,607,Ara - 1,1,57,195,2000,116,34,200000,1.859594605,Yes,Yes
42000,Ara - 1,607,Ara - 1,1,34,190,2000,49,37,200000,1.674140374,Yes,Yes
44000,Ara - 1,607,Ara - 1,1,69,170,2000,85,34,200000,1.606857522,Yes,Yes
46000,Ara - 1,607,Ara - 1,1,68,157,2000,103,38,200000,1.575513844,Yes,Yes
48000,Ara - 1,607,Ara - 1,1,38,192,2000,72,31,200000,1.885293796,Yes,Yes
50000,Ara - 1,607,Ara - 1,1,49,185,2000,23,28,200000,1.416568779,Yes,Yes
0,Ara - 1,607,Ara - 1,1,197,189,2000,151,152,200000,0.989046257,Yes,Yes
0,Ara - 1,607,Ara - 1,2,122,147,2000,165,132,200000,1.091062033,Yes,Yes
500,Ara - 1,607,Ara - 1,2,118,101,2000,143,117,200000,1.00949168,Yes,Yes
1000,Ara - 1,607,Ara - 1,2,115,134,2000,142,80,200000,1.177707178,Yes,Yes
1500,Ara - 1,607,Ara - 1,2,88,113,2000,112,110,200000,1.058552671,Yes,Yes
2000,Ara - 1,607,Ara - 1,2,73,122,2000,,,200000,,Yes,Yes
2500,Ara - 1,607,Ara - 1,2,77,127,2000,,,200000,,Yes,Yes
3000,Ara - 1,607,Ara - 1,2,91,146,2000,,,200000,,Yes,Yes
3500,Ara - 1,607,Ara - 1,2,65,128,2000,,,200000,,Yes,Yes
4000,Ara - 1,607,Ara - 1,2,91,165,2000,157,54,200000,1.476561995,Yes,Yes
4500,Ara - 1,607,Ara - 1,2,51,98,2000,146,94,200000,1.239608697,Yes,Yes
5000,Ara - 1,607,Ara - 1,2,71,138,2000,167,95,200000,1.290347523,Yes,Yes
6000,Ara - 1,607,Ara - 1,2,86,119,2000,185,80,200000,1.276398555,Yes,Yes
7000,Ara - 1,607,Ara - 1,2,69,137,2000,157,84,200000,1.31858637,Yes,Yes
8000,Ara - 1,607,Ara - 1,2,66,119,2000,161,50,200000,1.470523627,Yes,Yes
9000,Ara - 1,607,Ara - 1,2,84,162,2000,101,32,200000,1.605422936,Yes,Yes
10000,Ara - 1,607,Ara - 1,2,78,105,2000,167,61,200000,1.32110896,Yes,Yes
11000,Ara - 1,607,Ara - 1,2,90,160,2000,144,76,200000,1.314563359,Yes,Yes
12000,Ara - 1,607,Ara - 1,2,94,165,2000,148,68,200000,1.360433371,Yes,Yes
13000,Ara - 1,607,Ara - 1,2,79,135,2000,146,57,200000,1.394443845,Yes,Yes
14000,Ara - 1,607,Ara - 1,2,84,138,2000,139,68,200000,1.310821468,Yes,Yes
15000,Ara - 1,607,Ara - 1,2,65,138,2000,134,58,200000,1.425390656,Yes,Yes
16000,Ara - 1,607,Ara - 1,2,77,115,2000,139,71,200000,1.260233354,Yes,Yes
17000,Ara - 1,607,Ara - 1,2,51,143,2000,133,54,200000,1.532145229,Yes,Yes
18000,Ara - 1,607,Ara - 1,2,91,150,2000,167,42,200000,1.564221066,Yes,Yes
19000,Ara - 1,607,Ara - 1,2,83,124,2000,134,47,200000,1.398657143,Yes,Yes
20000,Ara - 1,607,Ara - 1,2,85,132,2000,176,55,200000,1.429873945,Yes,Yes
22000,Ara - 1,607,Ara - 1,2,70,140,2000,212,69,200000,1.465827942,Yes,Yes
24000,Ara - 1,607,Ara - 1,2,83,130,2000,155,54,200000,1.403350758,Yes,Yes
26000,Ara - 1,607,Ara - 1,2,67,131,2000,175,69,200000,1.403923339,Yes,Yes
28000,Ara - 1,607,Ara - 1,2,76,132,2000,157,49,200000,1.47493208,Yes,Yes
30000,Ara - 1,607,Ara - 1,2,91,158,2000,113,49,200000,1.403943887,Yes,Yes
32000,Ara - 1,607,Ara - 1,2,48,153,2000,83,44,200000,1.534066566,Yes,Yes
34000,Ara - 1,607,Ara - 1,2,57,158,2000,127,51,200000,1.556039829,Yes,Yes
36000,Ara - 1,607,Ara - 1,2,70,142,2000,124,36,200000,1.601353971,Yes,Yes
38000,Ara - 1,607,Ara - 1,2,50,163,2000,124,43,200000,1.684713953,Yes,Yes
40000,Ara - 1,607,Ara - 1,2,58,131,2000,132,40,200000,1.587529555,Yes,Yes
42000,Ara - 1,607,Ara - 1,2,34,131,2000,116,45,200000,1.649138028,Yes,Yes
44000,Ara - 1,607,Ara - 1,2,39,146,2000,108,62,200000,1.500184822,Yes,Yes
46000,Ara - 1,607,Ara - 1,2,31,138,2000,95,34,200000,1.786693169,Yes,Yes
48000,Ara - 1,607,Ara - 1,2,16,76,2000,104,39,200000,1.644737136,Yes,Yes
50000,Ara - 1,607,Ara - 1,2,34,144,2000,97,35,200000,1.771871963,Yes,Yes
0,Ara - 1,607,Ara - 1,2,149,140,2000,176,161,200000,1.00564302,Yes,Yes
0,Ara - 2,607,Ara - 2,1,106,136,2000,122,134,200000,1.033852944,No,Yes
500,Ara - 2,607,Ara - 2,1,92,133,2000,93,63,200000,1.196483672,No,Yes
1000,Ara - 2,607,Ara - 2,1,78,111,2000,125,68,200000,1.233679926,No,Yes
1500,Ara - 2,607,Ara - 2,1,64,116,2000,154,93,200000,1.250687779,No,Yes
2000,Ara - 2,607,Ara - 2,1,89,102,2000,122,54,200000,1.239690088,No,Yes
2500,Ara - 2,607,Ara - 2,1,91,95,2000,81,49,200000,1.138379539,No,Yes
3000,Ara - 2,607,Ara - 2,1,98,106,2000,127,46,200000,1.290161598,No,Yes
3500,Ara - 2,607,Ara - 2,1,74,141,2000,127,54,200000,1.411450092,No,Yes
4000,Ara - 2,607,Ara - 2,1,62,138,2000,99,51,200000,1.405406664,No,Yes
4500,Ara - 2,607,Ara - 2,1,64,141,2000,98,56,200000,1.366534447,No,Yes
5000,Ara - 2,607,Ara - 2,1,66,131,2000,93,49,200000,1.366205832,No,Yes
6000,Ara - 2,607,Ara - 2,1,80,117,2000,84,45,200000,1.275176854,No,Yes
7000,Ara - 2,607,Ara - 2,1,74,90,2000,110,29,200000,1.440276538,No,Yes
8000,Ara - 2,607,Ara - 2,1,65,131,2000,95,75,200000,1.231552283,No,Yes
9000,Ara - 2,607,Ara - 2,1,53,134,2000,87,31,200000,1.623772906,No,Yes
10000,Ara - 2,607,Ara - 2,1,60,115,2000,69,32,200000,1.426629368,No,Yes
11000,Ara - 2,607,Ara - 2,1,61,127,2000,89,40,200000,1.44438586,No,Yes
12000,Ara - 2,607,Ara - 2,1,81,148,2000,130,37,200000,1.577648769,No,Yes
13000,Ara - 2,607,Ara - 2,1,69,114,2000,126,43,200000,1.434462554,No,Yes
14000,Ara - 2,607,Ara - 2,1,62,119,2000,133,26,200000,1.740640602,No,Yes
15000,Ara - 2,607,Ara - 2,1,56,127,2000,112,36,200000,1.584187214,No,Yes
16000,Ara - 2,607,Ara - 2,1,46,108,2000,89,30,200000,1.58387209,No,Yes
17000,Ara - 2,607,Ara - 2,1,58,130,2000,110,46,200000,1.470779568,No,Yes
18000,Ara - 2,607,Ara - 2,1,65,141,2000,119,37,200000,1.594546393,No,Yes
19000,Ara - 2,607,Ara - 2,1,56,142,2000,131,37,200000,1.673183757,No,Yes
20000,Ara - 2,607,Ara - 2,1,61,136,2000,110,32,200000,1.644826948,No,Yes
22000,Ara - 2,607,Ara - 2,1,61,132,2000,134,34,200000,1.659768012,No,Yes
24000,Ara - 2,607,Ara - 2,1,68,117,2000,109,34,200000,1.506818868,No,Yes
26000,Ara - 2,607,Ara - 2,1,31,137,2000,75,32,200000,1.741923661,No,Yes
28000,Ara - 2,607,Ara - 2,1,39,119,2000,59,26,200000,1.627403661,No,Yes
30000,Ara - 2,607,Ara - 2,1,5,156,2000,22,42,200000,1.848407129,No,Yes
0,Ara - 2,607,Ara - 2,1,140,115,2000,114,143,200000,0.912222845,No,Yes
0,Ara - 2,607,Ara - 2,2,187,172,2000,187,197,200000,0.971374667,No,Yes
500,Ara - 2,607,Ara - 2,2,125,150,2000,124,129,200000,1.032056485,No,Yes
1000,Ara - 2,607,Ara - 2,2,151,182,2000,153,99,200000,1.15565586,No,Yes
1500,Ara - 2,607,Ara - 2,2,113,168,2000,138,73,200000,1.273982506,No,Yes
2000,Ara - 2,607,Ara - 2,2,114,152,2000,161,89,200000,1.216330729,No,Yes
2500,Ara - 2,607,Ara - 2,2,99,171,2000,116,56,200000,1.365386636,No,Yes
3000,Ara - 2,607,Ara - 2,2,78,120,2000,144,62,200000,1.322819329,No,Yes
3500,Ara - 2,607,Ara - 2,2,89,183,2000,127,58,200000,1.435341016,No,Yes
4000,Ara - 2,607,Ara - 2,2,92,146,2000,141,60,200000,1.354215801,No,Yes
4500,Ara - 2,607,Ara - 2,2,83,137,2000,132,69,200000,1.293378149,No,Yes
5000,Ara - 2,607,Ara - 2,2,89,171,2000,148,70,200000,1.377624868,No,Yes
6000,Ara - 2,607,Ara - 2,2,85,170,2000,131,68,200000,1.365649465,No,Yes
7000,Ara - 2,607,Ara - 2,2,78,136,2000,140,67,200000,1.331749265,No,Yes
8000,Ara - 2,607,Ara - 2,2,89,159,2000,113,42,200000,1.479540902,No,Yes
9000,Ara - 2,607,Ara - 2,2,82,172,2000,100,51,200000,1.417205848,No,Yes
10000,Ara - 2,607,Ara - 2,2,66,198,2000,114,53,200000,1.567206626,No,Yes
11000,Ara - 2,607,Ara - 2,2,74,141,2000,111,40,200000,1.497818027,No,Yes
12000,Ara - 2,607,Ara - 2,2,115,206,2000,116,55,200000,1.404673336,No,Yes
13000,Ara - 2,607,Ara - 2,2,70,148,2000,118,41,200000,1.54367403,No,Yes
14000,Ara - 2,607,Ara - 2,2,116,178,2000,98,53,200000,1.307297497,No,Yes
15000,Ara - 2,607,Ara - 2,2,60,163,2000,102,48,200000,1.518289647,No,Yes
16000,Ara - 2,607,Ara - 2,2,73,159,2000,109,48,200000,1.469143688,No,Yes
17000,Ara - 2,607,Ara - 2,2,91,177,2000,111,35,200000,1.609667458,No,Yes
18000,Ara - 2,607,Ara - 2,2,95,202,2000,134,28,200000,1.882438827,No,Yes
19000,Ara - 2,607,Ara - 2,2,67,141,2000,120,32,200000,1.661667641,No,Yes
20000,Ara - 2,607,Ara - 2,2,103,168,2000,170,33,200000,1.714818828,No,Yes
22000,Ara - 2,607,Ara - 2,2,75,117,2000,128,34,200000,1.525428347,No,Yes
